elapsed_s,real_x,real_y,real_yaw,sim_x,sim_y,sim_yaw,position_error,heading_error,real_velocity_x,real_velocity_y,real_yaw_rate,sim_velocity_x,sim_velocity_y,sim_yaw_rate,real_fl_rpm,real_fr_rpm,real_front_rpm,real_motor_rpm,sim_fl_rpm,sim_fr_rpm,sim_front_rpm,sim_motor_rpm,front_wheel_rpm_error,motor_rpm_error
8.69624,4.39082,3.50388,0.819963,-15.8316,-17.078,3.11359,28.8541,2.29362,2.54585,0,0.35632,2.53013,0.245424,0.237094,167.630005,195.369995,181.500000,460.000000,122.273,135.669,128.971,441.492,-52.5289,-18.5081
8.71633,4.55603,3.72082,0.848399,-16.0212,-17.0912,3.12947,29.2671,2.28107,2.54585,0,0.343529,2.44951,0.200311,0.188358,148.740005,157.809998,153.275002,460.000000,118.628,130.437,124.533,604.657,-28.7422,144.657
8.73627,4.73104,3.92556,0.874278,-16.2369,-17.1074,-3.13769,29.6991,2.27122,4.24486,0,0.253586,2.9535,0.229486,0.21115,148.740005,157.809998,153.275002,731.000000,142.905,155.231,149.068,580.491,-4.2071,-150.509
8.75629,4.95778,4.24768,0.891309,-16.4799,-17.1296,-3.11961,30.2748,2.27227,4.24486,0,0.320088,2.96353,0.23762,0.241122,140.240005,155.550003,147.895004,731.000000,143.312,156.731,150.022,550.839,2.12675,-180.161
8.77633,5.1063,4.47315,0.920533,-16.7107,-17.1561,-3.10154,30.7214,2.26112,4.24486,0,0.25089,2.83855,0.242268,0.226198,140.240005,155.550003,147.895004,731.000000,137.293,150.614,143.953,516.066,-3.94164,-214.934
8.79632,5.22344,4.65695,0.939593,-16.9344,-17.1862,-3.08352,31.1142,2.26008,4.24486,0,0.260732,2.70919,0.228108,0.218643,156.699997,165.039993,160.869995,731.000000,130.949,143.968,137.459,492.255,-23.4112,-238.745
8.81637,5.39693,4.89913,0.958639,-17.1423,-17.2187,-3.06605,31.5787,2.25849,4.24486,0,0.26839,2.5797,0.237785,0.230049,156.699997,165.039993,160.869995,731.000000,124.518,137.823,131.171,468.866,-29.6993,-262.134
8.83636,5.49613,5.08234,0.978886,-17.3425,-17.2548,-3.04817,31.9461,2.25613,4.24486,0,0.273736,2.44805,0.235858,0.213384,117.680000,133.490005,125.585003,731.000000,118.172,130.976,124.574,445.049,-1.01132,-285.951
8.85642,5.6006,5.282,1.0026,-17.5311,-17.2924,-3.03104,32.3215,2.24954,2.53265,0,0.278095,2.31828,0.216964,0.215191,117.680000,133.490005,125.585003,442.000000,112.019,123.966,117.993,421.378,-7.59235,-20.622
8.87637,5.62168,5.32489,1.03038,-17.713,-17.3314,-3.01488,32.5241,2.23793,2.53265,0,0.269173,2.50414,0.222744,0.201551,114.190002,129.800003,121.995003,442.000000,120.551,132.827,126.689,487.422,4.69393,45.4219
8.89639,5.67711,5.4762,1.04921,-17.927,-17.3794,-2.99735,32.8562,2.23663,2.53265,0,0.236909,2.97903,0.245149,0.226691,114.190002,129.800003,121.995003,442.000000,143.68,157.344,150.512,590.466,28.5169,148.466
8.91642,5.75706,5.67868,1.06845,-18.1779,-17.4395,-2.97758,33.2766,2.23716,2.53265,0,0.279546,3.4575,0.272151,0.251941,114.190002,129.800003,121.995003,442.000000,166.777,182.223,174.5,687.508,52.505,245.508
8.93643,5.88849,5.92151,1.0922,-18.456,-17.5114,-2.95642,33.7899,2.23456,3.28084,0,0.238394,3.70352,0.291079,0.267901,114.190002,129.800003,121.995003,563.000000,178.913,195.035,186.974,700.638,64.9793,137.638
8.95649,5.99735,6.13601,1.1111,-18.7517,-17.5953,-2.93339,34.2883,2.2387,3.28084,0,0.327434,3.91316,0.307789,0.309581,134.259995,163.399994,148.829994,563.000000,189.082,206.69,197.886,739.275,49.0561,176.275
8.97646,6.07629,6.32904,1.13453,-19.0628,-17.6925,-2.90811,34.7708,2.24055,3.28084,0,0.268275,4.12457,0.35275,0.323778,134.259995,163.399994,148.829994,563.000000,199.068,218.579,208.823,779.529,59.9934,216.529
8.99649,6.19202,6.6867,1.15892,-19.3784,-17.8024,-2.88056,35.4057,2.2437,3.94368,0,0.37636,4.15433,0.382256,0.367817,166.820007,170.839996,168.830002,673.000000,200.582,221.528,211.055,766.367,42.2251,93.3669
9.01654,6.30065,6.92349,1.18594,-19.6885,-17.9233,-2.85066,35.9555,2.24658,3.94368,0,0.427029,4.12345,0.420492,0.379846,166.820007,170.839996,168.830002,673.000000,198.616,221.677,210.146,758.061,41.3163,85.0614
9.03651,6.41022,7.20826,1.22155,-19.9896,-18.0542,-2.81885,36.5396,2.24279,3.94368,0,0.466649,4.08838,0.44347,0.421883,154.300003,246.259995,200.279999,673.000000,196.795,221.124,208.959,751.544,8.67928,78.544
9.05647,6.54003,7.50859,1.26096,-20.2831,-18.1964,-2.78484,37.1514,2.23739,3.94368,0,0.488611,4.04798,0.472822,0.462386,154.300003,246.259995,200.279999,673.000000,194.756,220.596,207.676,743.971,7.39611,70.9712
