elapsed_s,real_x,real_y,real_yaw,sim_x,sim_y,sim_yaw,position_error,heading_error,real_velocity_x,real_velocity_y,real_yaw_rate,sim_velocity_x,sim_velocity_y,sim_yaw_rate,real_fl_rpm,real_fr_rpm,real_front_rpm,real_motor_rpm,sim_fl_rpm,sim_fr_rpm,sim_front_rpm,sim_motor_rpm,front_wheel_rpm_error,motor_rpm_error
1.76247,19.6721,16.5273,1.95774,30.5192,24.8964,2.13443,13.7004,0.176687,7.37692,0,0.533887,10.0057,0.709108,0.679226,299.829987,335.209991,317.519989,1181.000000,508.831,551.262,530.046,1931.53,212.526,750.534
1.78266,19.4353,17.0413,2.00293,30.0197,25.5352,2.19011,13.5711,0.187174,7.6019,0,0.579454,10.2916,0.751352,0.717062,308.869995,334.140015,321.505005,1338.000000,521.283,565.607,543.445,2078.55,221.94,740.545
1.80281,19.2003,17.5244,2.04528,29.4655,26.1664,2.24771,13.4185,0.202431,6.21148,0,0.558412,10.2586,0.724712,0.69381,308.570007,345.109985,326.839996,1082.000000,521.715,565.201,543.458,1971.91,216.618,889.905
1.82295,19.0009,17.8376,2.07817,28.8958,26.7526,2.30011,13.3187,0.22194,7.61075,0,0.516816,10.2723,0.655484,0.630047,303.029999,353.109985,328.069992,1368.000000,523.206,562.57,542.888,1943.32,214.818,575.322
1.84318,18.5631,18.5536,2.13596,28.2827,27.3306,2.34886,13.0961,0.212905,6.45064,0,0.424577,10.443,0.601916,0.577297,317.179993,356.019989,336.599991,1287.000000,531.54,567.768,549.654,2143.69,213.054,856.688
1.86337,18.2752,18.9443,2.16492,27.6385,27.8901,2.39346,12.9499,0.22854,7.04646,0,0.3963,10.652,0.551708,0.531998,327.739990,338.750000,333.244995,1214.000000,544.017,577.534,560.776,2105.22,227.531,891.223
1.8835,17.9539,19.4057,2.19273,26.9707,28.4291,2.43342,12.7563,0.240685,6.89695,0,0.346986,10.7366,0.495796,0.474853,332.619995,317.989990,325.304993,1192.000000,550.222,580.435,565.329,2086.67,240.024,894.672
1.90366,17.5489,19.8935,2.22631,26.2726,28.9559,2.46948,12.579,0.24317,7.88003,0,0.33937,10.8522,0.435596,0.42319,330.510010,350.040009,340.275009,1382.000000,557.706,584.411,571.058,2084.23,230.783,702.234
1.92384,17.2082,20.3256,2.25145,25.5672,29.4583,2.50048,12.3805,0.249024,6.31233,0,0.344533,10.802,0.376996,0.36688,336.019989,345.109985,340.564987,1126.000000,557.2,580.418,568.809,2041.41,228.244,915.408
1.94413,16.875,20.7183,2.27305,24.8324,29.954,2.5286,12.1909,0.255542,7.83521,0,0.219366,10.8941,0.34347,0.334614,325.779999,394.070007,359.925003,1155.000000,562.207,583.3,572.754,2093.86,212.829,938.856
1.96423,16.4507,21.1818,2.29455,24.0963,30.424,2.55498,11.9947,0.260437,7.00569,0,0.265171,10.8415,0.347833,0.340323,328.000000,347.029999,337.514999,1254.000000,559.48,580.646,570.063,2082.92,232.548,828.921
1.98448,16.0538,21.6072,2.31557,23.3432,30.874,2.58356,11.7902,0.267982,6.83892,0,0.219311,10.7861,0.389922,0.381951,326.290009,394.940002,360.615005,1108.000000,555.655,579.224,567.439,2072.17,206.824,964.173
2.00455,15.6096,22.083,2.33963,22.5966,31.2848,2.61567,11.5538,0.276041,7.43196,0,0.256814,10.6295,0.460211,0.44572,316.059998,333.690002,324.875000,1302.000000,545.22,572.541,558.88,2094.67,234.005,792.669
2.02473,15.3194,22.3783,2.35621,21.8197,31.6661,2.65687,11.3366,0.300668,6.76306,0,0.352081,10.5653,0.606087,0.581777,317.339996,333.070007,325.205002,973.000000,540.213,575.907,558.06,2013.3,232.855,1040.3
2.04494,14.9601,22.7142,2.38878,21.0421,31.9908,2.70838,11.0926,0.319604,7.50689,0,0.464598,10.3618,0.7411,0.707066,302.149994,327.049988,314.599991,1236.000000,526.081,569.535,547.808,2139.88,233.208,903.877
2.06514,14.4606,23.1573,2.43231,20.2283,32.2645,2.77187,10.78,0.339567,5.38833,0,0.533392,10.69,0.908602,0.864718,295.510010,326.799988,311.154999,962.000000,540.464,593.218,566.841,2142.36,255.686,1180.36
2.08527,14.0583,23.4794,2.47687,19.3987,32.47,2.84559,10.4571,0.368723,7.03861,0,0.71577,10.403,1.0174,0.969018,342.750000,329.470001,336.110001,1210.000000,525.471,584.839,555.155,2126.11,219.045,916.111
2.10547,13.7037,23.7428,2.53391,18.562,32.6031,2.92453,10.1048,0.390622,4.92735,0,0.729295,10.6836,0.973313,0.927413,275.029999,316.299988,295.664993,1086.000000,538.281,596.656,567.468,2161.32,271.803,1075.32
2.12561,13.4624,23.8747,2.57037,17.7075,32.6927,2.98877,9.78664,0.418409,6.38369,0,0.838952,10.3725,0.706258,0.67248,267.549988,326.369995,296.959991,1035.000000,527.436,571.074,549.255,1864.1,252.295,829.096
